Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_mil,Year,lat,lng
Sabre,Dallas,USA,North America,1100,2023-05-04 00:00:00 UTC,15,7333,6233,Travel,Post-IPO,1770,2023,32.78306,-96.80667
Autograph,Los Angeles,USA,North America,30,2023-05-04 00:00:00 UTC,33,91,61,Crypto,Series B,205,2023,34.05223,-118.24368
Earnix,Tel Aviv,Israel,Asia,30,2023-05-04 00:00:00 UTC,10,300,270,Finance,Unknown,100,2023,32.08088,34.78057
Karma,Tel Aviv,Israel,Asia,20,2023-05-04 00:00:00 UTC,28,71,51,Retail,Series A,34,2023,32.08088,34.78057
Unity,San Francisco Bay Area,USA,North America,600,2023-05-03 00:00:00 UTC,8,7500,6900,Other,Post-IPO,1300,2023,37.77493,-122.41942
Upwork,San Francisco Bay Area,USA,North America,137,2023-05-03 00:00:00 UTC,15,913,776,Other,Post-IPO,168,2023,37.77493,-122.41942
Brightcove,Boston,USA,North America,70,2023-05-03 00:00:00 UTC,10,700,630,Marketing,Post-IPO,145,2023,42.35843,-71.05977
Healthy.io,Tel Aviv,Israel,Asia,70,2023-05-03 00:00:00 UTC,33,212,142,Healthcare,Series D,185,2023,32.08088,34.78057
TheSkimm,New York City,USA,North America,22,2023-05-03 00:00:00 UTC,13,169,147,Media,Series C,28,2023,40.71427,-74.00597
Bishop Fox,Phoenix,USA,North America,50,2023-05-02 00:00:00 UTC,13,385,335,Security,Series B,146,2023,33.44838,-112.07404
Zoomo,Sydney,Australia,Australia,27,2023-05-02 00:00:00 UTC,8,338,311,Transportation,Series B,105,2023,-33.86785,151.20732
Cue Health,San Diego,USA,North America,326,2023-04-28 00:00:00 UTC,30,1087,761,Healthcare,Post-IPO,899,2023,32.71571,-117.16472
N26,Berlin,Germany,Europe,71,2023-04-28 00:00:00 UTC,4,1775,1704,Finance,Series E,1700,2023,52.52437,13.41053
Dropbox,San Francisco Bay Area,USA,North America,500,2023-04-27 00:00:00 UTC,16,3125,2625,Other,Post-IPO,1700,2023,37.77493,-122.41942
Alteryx,Los Angeles,USA,North America,320,2023-04-27 00:00:00 UTC,11,2909,2589,Data,Post-IPO,613,2023,34.05223,-118.24368
Vroom,New York City,USA,North America,120,2023-04-27 00:00:00 UTC,11,1091,971,Transportation,Post-IPO,1300,2023,40.71427,-74.00597
Greenhouse,New York City,USA,North America,100,2023-04-27 00:00:00 UTC,12,833,733,Recruiting,Private Equity …,110,2023,40.71427,-74.00597
Megaport,Brisbane,Australia,Australia,50,2023-04-27 00:00:00 UTC,16,313,263,Infrastructure,Post-IPO,98,2023,-27.46794,153.02809
Airtasker,Sydney,Australia,Australia,45,2023-04-27 00:00:00 UTC,20,225,180,Retail,Series C,26,2023,-33.86785,151.20732
Chief,New York City,USA,North America,43,2023-04-27 00:00:00 UTC,14,307,264,Other,Series B,140,2023,40.71427,-74.00597
Tickertape,Bengaluru,India,Asia,29,2023-04-27 00:00:00 UTC,29,100,71,Finance,Seed,5,2023,12.97194,77.59369
Teampay,New York City,USA,North America,30,2023-04-26 00:00:00 UTC,33,91,61,Finance,Series B,79,2023,40.71427,-74.00597
Rapid,San Francisco Bay Area,USA,North America,115,2023-04-25 00:00:00 UTC,50,230,115,Finance,Series D,272,2023,37.77493,-122.41942
Rapid,San Francisco Bay Area,USA,North America,70,2023-04-25 00:00:00 UTC,30,233,163,Finance,Series D,272,2023,37.77493,-122.41942
Flink,Berlin,Germany,Europe,8000,2023-04-24 00:00:00 UTC,40,20000,12000,Food,Series B,1000,2023,52.52437,13.41053
BigPanda,San Francisco Bay Area,USA,North America,40,2023-04-24 00:00:00 UTC,13,308,268,Infrastructure,Series E,337,2023,37.48522,-122.23635
Lyft,San Francisco Bay Area,USA,North America,1072,2023-04-21 00:00:00 UTC,26,4123,3051,Transportation,Post-IPO,4900,2023,37.77493,-122.41942
Benchling,San Francisco Bay Area,USA,North America,74,2023-04-21 00:00:00 UTC,9,822,748,Other,Series F,411,2023,37.77493,-122.41942
BuzzFeed,New York City,USA,North America,180,2023-04-20 00:00:00 UTC,15,1200,1020,Media,Post-IPO,696,2023,40.71427,-74.00597
Koo,Bengaluru,India,Asia,78,2023-04-20 00:00:00 UTC,30,260,182,Consumer,Series B,50,2023,12.97194,77.59369
Gloat,New York City,USA,North America,35,2023-04-20 00:00:00 UTC,12,292,257,HR,Series D,192,2023,40.71427,-74.00597
WalkMe,San Francisco Bay Area,USA,North America,112,2023-04-19 00:00:00 UTC,10,1120,1008,Other,Post-IPO,307,2023,37.77493,-122.41942
Opendoor,San Francisco Bay Area,USA,North America,560,2023-04-18 00:00:00 UTC,22,2545,1985,Real Estate,Post-IPO,1900,2023,37.77493,-122.41942
Culture Amp,Melbourne,Australia,Australia,90,2023-04-18 00:00:00 UTC,9,1000,910,HR,Series F,257,2023,-37.814,144.96332
TRM Labs,San Francisco Bay Area,USA,North America,16,2023-04-18 00:00:00 UTC,9,178,162,Crypto,Series B,149,2023,37.77493,-122.41942
Clearcover,Chicago,USA,North America,81,2023-04-17 00:00:00 UTC,15,540,459,Finance,Series D,304,2023,41.85003,-87.65005
Paper,Montreal,Canada,North America,81,2023-04-17 00:00:00 UTC,3,2700,2619,Education,Series D,389,2023,45.50884,-73.58781
Ynsect,Paris,France,Europe,17,2023-04-17 00:00:00 UTC,25,68,51,Food,Series D,579,2023,48.85341,2.3488
Drip Capital,San Francisco Bay Area,USA,North America,75,2023-04-14 00:00:00 UTC,20,375,300,Finance,Series C,85,2023,37.44188,-122.14302
Community Gami…,New York City,USA,North America,17,2023-04-14 00:00:00 UTC,17,100,83,Crypto,Series A,18,2023,40.71427,-74.00597
Astronomer,Cincinnati,USA,North America,100,2023-04-13 00:00:00 UTC,40,250,150,Data,Series C,282,2023,39.12711,-84.51439
Viasat,San Diego,USA,North America,300,2023-04-12 00:00:00 UTC,4,7500,7200,Other,Post-IPO,366,2023,32.71571,-117.16472
Milkrun,Sydney,Australia,Australia,400,2023-04-11 00:00:00 UTC,100,400,0,Food,Series A,86,2023,-33.86785,151.20732
Redfin,Seattle,USA,North America,201,2023-04-11 00:00:00 UTC,4,5025,4824,Real Estate,Post-IPO,320,2023,47.60621,-122.33207
Permutive,London,United Kingdom,Europe,80,2023-04-11 00:00:00 UTC,40,200,120,Marketing,Series C,105,2023,51.50853,-0.12574
Examedi,Santiago,Chile,South America,45,2023-04-11 00:00:00 UTC,25,180,135,Healthcare,Unknown,19,2023,-33.45694,-70.64827
Flock Freight,San Diego,USA,North America,45,2023-04-10 00:00:00 UTC,8,563,518,Logistics,Series D,399,2023,32.71571,-117.16472
Nori,Seattle,USA,North America,10,2023-04-10 00:00:00 UTC,37,27,17,Energy,Unknown,13,2023,47.60621,-122.33207
Simpl,Bengaluru,India,Asia,150,2023-04-09 00:00:00 UTC,25,600,450,Finance,Series B,71,2023,12.97194,77.59369
Pear Therapeutics,Boston,USA,North America,170,2023-04-07 00:00:00 UTC,92,185,15,Healthcare,Post-IPO,409,2023,42.35843,-71.05977
ZestMoney,Bengaluru,India,Asia,100,2023-04-07 00:00:00 UTC,20,500,400,Finance,Series C,120,2023,12.97194,77.59369
Dunzo,Bengaluru,India,Asia,300,2023-04-05 00:00:00 UTC,30,1000,700,Food,Unknown,382,2023,12.97194,77.59369
Amplitude,San Francisco Bay Area,USA,North America,99,2023-04-05 00:00:00 UTC,13,762,663,Data,Post-IPO,311,2023,37.77493,-122.41942
Talent.com,Montreal,Canada,North America,86,2023-04-05 00:00:00 UTC,18,478,392,Recruiting,Series B,150,2023,45.50884,-73.58781
Boost,New York City,USA,North America,15,2023-04-04 00:00:00 UTC,20,75,60,Finance,Series B,37,2023,40.71427,-74.00597
View,San Francisco Bay Area,USA,North America,170,2023-04-03 00:00:00 UTC,23,739,569,Other,Post-IPO,2300,2023,37.77493,-122.41942
Guideline,San Francisco Bay Area,USA,North America,48,2023-04-03 00:00:00 UTC,11,436,388,Finance,Series E,339,2023,37.5841,-122.36608
Textio,Seattle,USA,North America,15,2023-04-03 00:00:00 UTC,12,125,110,Recruiting,Unknown,42,2023,47.60621,-122.33207
Domestika,Madrid,Spain,Europe,89,2023-03-31 00:00:00 UTC,45,198,109,Education,Series D,130,2023,40.4165,-3.70256
Roku,San Francisco Bay Area,USA,North America,200,2023-03-30 00:00:00 UTC,6,3333,3133,Media,Post-IPO,208,2023,37.33939,-121.89496
FanClash,Gurugram,India,Asia,100,2023-03-30 00:00:00 UTC,75,133,33,Consumer,Series B,50,2023,28.4601,77.02635
Loop,Austin,USA,North America,19,2023-03-30 00:00:00 UTC,25,76,57,Finance,Series A,24,2023,30.26715,-97.74306
Crossbeam,Philadelphia,USA,North America,17,2023-03-30 00:00:00 UTC,15,113,96,Sales,Series C,116,2023,39.95238,-75.16362
Electronic Arts,San Francisco Bay Area,USA,North America,780,2023-03-29 00:00:00 UTC,6,13000,12220,Consumer,Post-IPO,2,2023,37.48522,-122.23635
iCAD,Nashua,USA,North America,23,2023-03-29 00:00:00 UTC,28,82,59,Healthcare,Post-IPO,59,2023,42.76537,-71.46757
Lucid Motors,San Francisco Bay Area,USA,North America,1300,2023-03-28 00:00:00 UTC,18,7222,5922,Transportation,Post-IPO,8300,2023,37.52966,-122.04024
AEye,San Francisco Bay Area,USA,North America,46,2023-03-28 00:00:00 UTC,33,139,93,Transportation,Post-IPO,314,2023,37.77493,-122.41942
Slite,Paris,France,Europe,10,2023-03-23 00:00:00 UTC,25,40,30,Other,Series A,15,2023,48.85341,2.3488
Indeed,Austin,USA,North America,2200,2023-03-22 00:00:00 UTC,15,14667,12467,HR,Acquired,5,2023,30.26715,-97.74306
Glassdoor,San Francisco Bay Area,USA,North America,140,2023-03-22 00:00:00 UTC,15,933,793,HR,Acquired,204,2023,37.77493,-122.41942
Wejo,Chester,United Kingdom,Europe,40,2023-03-22 00:00:00 UTC,16,250,210,Transportation,Post-IPO,376,2023,53.1905,-2.89189
Workhuman,Dublin,Ireland,Europe,130,2023-03-21 00:00:00 UTC,10,1300,1170,HR,Unknown,131,2023,53.33306,-6.24889
FreshBooks,Toronto,Canada,North America,80,2023-03-21 00:00:00 UTC,10,800,720,Finance,Unknown,331,2023,43.70643,-79.39864
Smallcase,Bengaluru,India,Asia,15,2023-03-21 00:00:00 UTC,4,375,360,Finance,Series C,62,2023,12.97194,77.59369
Amazon,Seattle,USA,North America,9000,2023-03-20 00:00:00 UTC,2.295918367,392000,383000,Retail,Post-IPO,108,2023,47.60621,-122.33207
Livspace,Bengaluru,India,Asia,100,2023-03-17 00:00:00 UTC,2,5000,4900,Retail,Series F,431,2023,12.97194,77.59369
Symend,Calgary,Canada,North America,50,2023-03-17 00:00:00 UTC,25,200,150,Other,Series C,148,2023,51.05011,-114.08529
Freshworks,San Francisco Bay Area,USA,North America,114,2023-03-16 00:00:00 UTC,2,5700,5586,Support,Post-IPO,484,2023,37.56299,-122.32553
Course Hero,San Francisco Bay Area,USA,North America,42,2023-03-16 00:00:00 UTC,15,280,238,Education,Series C,477,2023,37.48522,-122.23635
Leafly,Seattle,USA,North America,40,2023-03-16 00:00:00 UTC,21,190,150,Retail,Post-IPO,71,2023,47.60621,-122.33207
Dukaan,Bengaluru,India,Asia,56,2023-03-15 00:00:00 UTC,30,187,131,Retail,Series A,17,2023,12.97194,77.59369
Boxed,New York City,USA,North America,32,2023-03-15 00:00:00 UTC,25,128,96,Retail,Post-IPO,365,2023,40.71427,-74.00597
TradeWindow,Auckland,New Zealand,Australia,25,2023-03-15 00:00:00 UTC,30,83,58,Finance,Series B,24,2023,-36.84853,174.76349
Meta,San Francisco Bay Area,USA,North America,10000,2023-03-14 00:00:00 UTC,13.58411703,73615,63615,Consumer,Post-IPO,26000,2023,37.45383,-122.18219
Fetch,Madison,USA,North America,100,2023-03-14 00:00:00 UTC,10,1000,900,Retail,Series E,581,2023,43.07305,-89.40123
Anchorage Digital,San Francisco Bay Area,USA,North America,75,2023-03-14 00:00:00 UTC,20,375,300,Crypto,Series D,487,2023,37.77493,-122.41942
Avidbots,Kitchener,Canada,North America,50,2023-03-14 00:00:00 UTC,14,357,307,Hardware,Series C,106,2023,43.42537,-80.5112
Kaleidoscope,Minneapolis,USA,North America,15,2023-03-14 00:00:00 UTC,30,50,35,Finance,Series A,16,2023,44.97997,-93.26384
Xero,Wellington,New Zealand,Australia,800,2023-03-09 00:00:00 UTC,15,5333,4533,Finance,Post-IPO,681,2023,-41.28664,174.77557
Gopuff,Philadelphia,USA,North America,100,2023-03-09 00:00:00 UTC,2,5000,4900,Food,Series H,3400,2023,39.95238,-75.16362
Wattpad,Toronto,Canada,North America,42,2023-03-08 00:00:00 UTC,15,280,238,Media,Acquired,117,2023,43.70643,-79.39864
Pristyn Care,Gurugram,India,Asia,300,2023-03-07 00:00:00 UTC,15,2000,1700,Healthcare,Series E,177,2023,28.4601,77.02635
Zwift,Los Angeles,USA,North America,80,2023-03-07 00:00:00 UTC,15,533,453,Fitness,Series C,619,2023,34.05223,-118.24368
Atlassian,Sydney,Australia,Australia,500,2023-03-06 00:00:00 UTC,5,10000,9500,Other,Post-IPO,210,2023,-33.86785,151.20732
SiriusXM,New York City,USA,North America,475,2023-03-06 00:00:00 UTC,8,5938,5463,Media,Post-IPO,525,2023,40.71427,-74.00597
Loft,Sao Paulo,Brazil,South America,340,2023-03-03 00:00:00 UTC,15,2267,1927,Real Estate,Unknown,788,2023,-23.5475,-46.63611
Embark Trucks,San Francisco Bay Area,USA,North America,230,2023-03-03 00:00:00 UTC,70,329,99,Transportation,Post-IPO,317,2023,37.77493,-122.41942
Zscaler,San Francisco Bay Area,USA,North America,177,2023-03-02 00:00:00 UTC,3,5900,5723,Security,Post-IPO,148,2023,37.33939,-121.89496
Fittr,Pune,India,Asia,30,2023-03-02 00:00:00 UTC,11,273,243,Fitness,Series A,13,2023,18.51957,73.85535
CNET,San Francisco Bay Area,USA,North America,12,2023-03-02 00:00:00 UTC,10,120,108,Media,Acquired,20,2023,37.77493,-122.41942
Thoughtworks,Chicago,USA,North America,500,2023-03-01 00:00:00 UTC,4,12500,12000,Other,Post-IPO,748,2023,41.85003,-87.65005
iFood,Sao Paulo,Brazil,South America,355,2023-03-01 00:00:00 UTC,6,5917,5562,Food,Subsidi…,2100,2023,-23.5475,-46.63611
Waymo,San Francisco Bay Area,USA,North America,209,2023-03-01 00:00:00 UTC,8,2613,2404,Transportation,Subsidi…,5.5,2023,37.38605,-122.08385
PayFit,Paris,France,Europe,200,2023-03-01 00:00:00 UTC,20,1000,800,HR,Series E,495,2023,48.85341,2.3488
Sonder,San Francisco Bay Area,USA,North America,100,2023-03-01 00:00:00 UTC,14,714,614,Travel,Post-IPO,839,2023,37.77493,-122.41942
Eventbrite,San Francisco Bay Area,USA,North America,80,2023-02-28 00:00:00 UTC,8,1000,920,Consumer,Post-IPO,557,2023,37.77493,-122.41942
Cerebral,Walnut,USA,North America,285,2023-02-27 00:00:00 UTC,15,1900,1615,Healthcare,Series C,462,2023,34.02029,-117.86534
Amount,Chicago,USA,North America,130,2023-02-27 00:00:00 UTC,25,520,390,Finance,Unknown,283,2023,41.85003,-87.65005
Palantir,Denver,USA,North America,75,2023-02-27 00:00:00 UTC,2,3750,3675,Data,Post-IPO,3000,2023,39.73915,-104.9847
Outreach,Seattle,USA,North America,70,2023-02-27 00:00:00 UTC,7,1000,930,Sales,Series G,489,2023,47.60621,-122.33207
Stytch,San Francisco Bay Area,USA,North America,19,2023-02-27 00:00:00 UTC,25,76,57,Security,Series B,126,2023,37.77493,-122.41942
Twitter,San Francisco Bay Area,USA,North America,200,2023-02-25 00:00:00 UTC,10,2000,1800,Consumer,Post-IPO,12900,2023,37.77493,-122.41942
Ericsson,Stockholm,Sweden,Europe,8500,2023-02-24 00:00:00 UTC,8,106250,97750,Other,Post-IPO,663,2023,59.32938,18.06871
OneFootball,Berlin,Germany,Europe,150,2023-02-23 00:00:00 UTC,32,469,319,Marketing,Series D,442,2023,52.52437,13.41053
Green Labs,Seoul,South Korea,Asia,350,2023-02-21 00:00:00 UTC,70,500,150,Food,Series C,214,2023,37.566,126.9784
Polygon,Bengaluru,India,Asia,100,2023-02-21 00:00:00 UTC,20,500,400,Crypto,Unknown,451,2023,12.97194,77.59369
Basis Technologies,Chicago,USA,North America,40,2023-02-21 00:00:00 UTC,4,1000,960,Marketing,Series B,52,2023,41.85003,-87.65005
MyGate,Bengaluru,India,Asia,200,2023-02-20 00:00:00 UTC,30,667,467,Other,Series B,79,2023,12.97194,77.59369
Fireblocks,New York City,USA,North America,30,2023-02-20 00:00:00 UTC,5,600,570,Crypto,Series E,1000,2023,40.71427,-74.00597
Kinde,Sydney,Australia,Australia,8,2023-02-20 00:00:00 UTC,28,29,21,Other,Seed,10,2023,-33.86785,151.20732
Micron,Boise,USA,North America,2400,2023-02-17 00:00:00 UTC,5,48000,45600,Hardware,Post-IPO,50,2023,43.6135,-116.20345
Chipper Cash,San Francisco Bay Area,USA,North America,100,2023-02-17 00:00:00 UTC,33,303,203,Finance,Series C,302,2023,37.77493,-122.41942
DocuSign,San Francisco Bay Area,USA,North America,680,2023-02-16 00:00:00 UTC,10,6800,6120,Sales,Post-IPO,536,2023,37.77493,-122.41942
Pico Interactive,San Francisco Bay Area,USA,North America,400,2023-02-16 00:00:00 UTC,20,2000,1600,Other,Acquired,62,2023,37.38605,-122.08385
The RealReal,San Francisco Bay Area,USA,North America,230,2023-02-16 00:00:00 UTC,7,3286,3056,Retail,Post-IPO,356,2023,37.77493,-122.41942
Smartsheet,Seattle,USA,North America,85,2023-02-16 00:00:00 UTC,3,2833,2748,Other,Post-IPO,152,2023,47.60621,-122.33207
Wix,Tel Aviv,Israel,Asia,370,2023-02-15 00:00:00 UTC,6,6167,5797,Marketing,Post-IPO,58,2023,32.08088,34.78057
ServiceTitan,Los Angeles,USA,North America,221,2023-02-15 00:00:00 UTC,8,2763,2542,Sales,Series G,1100,2023,34.05223,-118.24368
Neon,Sao Paulo,Brazil,South America,210,2023-02-15 00:00:00 UTC,9,2333,2123,Finance,Series D,720,2023,-23.5475,-46.63611
DigitalOcean,New York City,USA,North America,200,2023-02-15 00:00:00 UTC,11,1818,1618,Infrastructure,Post-IPO,491,2023,40.71427,-74.00597
Sprinklr,New York City,USA,North America,100,2023-02-15 00:00:00 UTC,4,2500,2400,Support,Post-IPO,429,2023,40.71427,-74.00597
SEND,Sydney,Australia,Australia,300,2022-05-04 00:00:00 UTC,100,300,0,Food,Seed,3,2022,-33.86785,151.20732
Twilio,San Francisco Bay Area,USA,North America,1500,2023-02-13 00:00:00 UTC,17,8824,7324,Other,Post-IPO,614,2023,37.77493,-122.41942
Electric,New York City,USA,North America,141,2023-02-13 00:00:00 UTC,25,564,423,Other,Series D,212,2023,40.71427,-74.00597
iRobot,Boston,USA,North America,85,2023-02-13 00:00:00 UTC,7,1214,1129,Consumer,Acquired,30,2023,42.35843,-71.05977
Moladin,Jakarta,Indonesia,Asia,360,2023-02-12 00:00:00 UTC,11,3273,2913,Transportation,Series B,138,2023,-6.21462,106.84513
TripleLift,New York City,USA,North America,100,2023-02-10 00:00:00 UTC,20,500,400,Marketing,Acquired,16,2023,40.71427,-74.00597
Titan Medical,Toronto,Canada,North America,48,2023-02-10 00:00:00 UTC,72,67,19,Healthcare,Post-IPO,278,2023,43.70643,-79.39864
Yahoo,San Francisco Bay Area,USA,North America,1600,2023-02-09 00:00:00 UTC,20,8000,6400,Consumer,Acquired,6,2023,37.36883,-122.03635
MiSan Franciscoits Market,Philadelphia,USA,North America,649,2023-02-09 00:00:00 UTC,33,1967,1318,Food,Series C,526,2023,39.95238,-75.16362
Deliveroo,London,United Kingdom,Europe,350,2023-02-09 00:00:00 UTC,9,3889,3539,Food,Post-IPO,1700,2023,51.50853,-0.12574
Olive AI,Columbus,USA,North America,215,2023-02-09 00:00:00 UTC,35,614,399,Healthcare,Series H,856,2023,39.96118,-82.99879
Oportun,San Francisco Bay Area,USA,North America,155,2023-02-09 00:00:00 UTC,10,1550,1395,Finance,Post-IPO,566,2023,37.50716,-122.26052
GitLab,San Francisco Bay Area,USA,North America,130,2023-02-09 00:00:00 UTC,7,1857,1727,Product,Post-IPO,413,2023,37.77493,-122.41942
Veriff,Tallinn,Estonia,Europe,66,2023-02-09 00:00:00 UTC,12,550,484,Security,Series C,192,2023,59.43696,24.75353
REE Automotive,Tel Aviv,Israel,Asia,31,2023-02-09 00:00:00 UTC,11,282,251,Transportation,Post-IPO,317,2023,32.08088,34.78057
GoDaddy,Phoenix,USA,North America,530,2023-02-08 00:00:00 UTC,8,6625,6095,Marketing,Post-IPO,800,2023,33.44838,-112.07404
Affirm,San Francisco Bay Area,USA,North America,500,2023-02-08 00:00:00 UTC,19,2632,2132,Finance,Post-IPO,1500,2023,37.77493,-122.41942
Gusto,San Francisco Bay Area,USA,North America,126,2023-02-08 00:00:00 UTC,5,2520,2394,HR,Series E,746,2023,37.77493,-122.41942
Gong,San Francisco Bay Area,USA,North America,80,2023-02-08 00:00:00 UTC,7,1143,1063,Sales,Series E,583,2023,37.77493,-122.41942
Beam Benefits,Columbus,USA,North America,31,2023-02-08 00:00:00 UTC,8,388,357,Healthcare,Series E,168,2023,39.96118,-82.99879
Equitybee,San Francisco Bay Area,USA,North America,24,2023-02-08 00:00:00 UTC,25,96,72,Finance,Series B,85,2023,37.44188,-122.14302
Zoom,San Francisco Bay Area,USA,North America,1300,2023-02-07 00:00:00 UTC,15,8667,7367,Other,Post-IPO,276,2023,37.33939,-121.89496
eBay,San Francisco Bay Area,USA,North America,500,2023-02-07 00:00:00 UTC,4,12500,12000,Retail,Post-IPO,1200,2023,37.33939,-121.89496
SecureWorks,Atlanta,USA,North America,212,2023-02-07 00:00:00 UTC,9,2356,2144,Security,Post-IPO,83,2023,33.749,-84.38798
Salesloft,Atlanta,USA,North America,100,2023-02-07 00:00:00 UTC,10,1000,900,Sales,Acquired,245,2023,33.749,-84.38798
HOOQ,Singapore,Singapore,Asia,250,2020-03-27 00:00:00 UTC,100,250,0,Consumer,Unknown,95,2020,1.28967,103.85007
LearnUpon,Dublin,Ireland,Europe,27,2023-02-07 00:00:00 UTC,9,300,273,Education,Private Equity …,56,2023,53.33306,-6.24889
Loggi,Sao Paulo,Brazil,South America,300,2023-02-06 00:00:00 UTC,7,4286,3986,Logistics,Series F,507,2023,-23.5475,-46.63611
Pocket Aces,Mumbai,India,Asia,50,2023-02-06 00:00:00 UTC,25,200,150,Media,Unknown,19,2023,19.07283,72.88261
Lightico,Tel Aviv,Israel,Asia,20,2023-02-05 00:00:00 UTC,25,80,60,Finance,Series B,42,2023,32.08088,34.78057
Eightfold AI,San Francisco Bay Area,USA,North America,90,2023-02-03 00:00:00 UTC,15,600,510,HR,Series E,396,2023,37.35411,-121.95524
Protocol Labs,San Francisco Bay Area,USA,North America,89,2023-02-03 00:00:00 UTC,20,445,356,Crypto,Unknown,10,2023,37.77493,-122.41942
Okta,San Francisco Bay Area,USA,North America,300,2023-02-02 00:00:00 UTC,5,6000,5700,Security,Post-IPO,1200,2023,37.77493,-122.41942
Miro,San Francisco Bay Area,USA,North America,119,2023-02-02 00:00:00 UTC,7,1700,1581,Other,Series C,476,2023,37.77493,-122.41942
Highspot,Seattle,USA,North America,100,2023-02-02 00:00:00 UTC,10,1000,900,Sales,Series F,644,2023,47.60621,-122.33207
Splunk,San Francisco Bay Area,USA,North America,325,2023-02-01 00:00:00 UTC,4,8125,7800,Data,Post-IPO,2400,2023,37.77493,-122.41942
DraftKings,Boston,USA,North America,140,2023-02-01 00:00:00 UTC,4,3500,3360,Consumer,Post-IPO,719,2023,42.35843,-71.05977
Workato,San Francisco Bay Area,USA,North America,90,2023-02-01 00:00:00 UTC,10,900,810,Other,Series E,415,2023,37.38605,-122.08385
Wheel,Austin,USA,North America,56,2023-02-01 00:00:00 UTC,28,200,144,Healthcare,Series C,215,2023,30.26715,-97.74306
Chainalysis,New York City,USA,North America,44,2023-02-01 00:00:00 UTC,5,880,836,Crypto,Series F,536,2023,40.71427,-74.00597
Exterro,Portland,USA,North America,24,2023-02-01 00:00:00 UTC,3,800,776,Legal,Private Equity …,100,2023,45.52345,-122.67621
TheSkimm,New York City,USA,North America,17,2023-02-01 00:00:00 UTC,10,170,153,Media,Series C,28,2023,40.71427,-74.00597
PayPal,San Francisco Bay Area,USA,North America,2000,2023-01-31 00:00:00 UTC,7,28571,26571,Finance,Post-IPO,216,2023,37.33939,-121.89496
Workday,San Francisco Bay Area,USA,North America,525,2023-01-31 00:00:00 UTC,3,17500,16975,HR,Post-IPO,230,2023,37.66243,-121.87468
HubSpot,Boston,USA,North America,500,2023-01-31 00:00:00 UTC,7,7143,6643,Marketing,Post-IPO,100,2023,42.35843,-71.05977
Upstart,San Francisco Bay Area,USA,North America,365,2023-01-31 00:00:00 UTC,20,1825,1460,Finance,Post-IPO,144,2023,37.56299,-122.32553
Software AG,Frankfurt,Germany,Europe,200,2023-01-31 00:00:00 UTC,4,5000,4800,Data,Post-IPO,344,2023,50.11552,8.68417
Wish,San Francisco Bay Area,USA,North America,150,2023-01-31 00:00:00 UTC,17,882,732,Retail,Post-IPO,1600,2023,37.77493,-122.41942
Tilting Point,New York City,USA,North America,60,2023-01-31 00:00:00 UTC,14,429,369,Consumer,Unknown,235,2023,40.71427,-74.00597
AU10TIX,Tel Aviv,Israel,Asia,19,2023-01-31 00:00:00 UTC,9,211,192,Security,Unknown,80,2023,32.08088,34.78057
Arrival,London,United Kingdom,Europe,800,2023-01-30 00:00:00 UTC,50,1600,800,Transportation,Post-IPO,629,2023,51.50853,-0.12574
Glovo,Barcelona,Spain,Europe,250,2023-01-30 00:00:00 UTC,6,4167,3917,Food,Acquired,1200,2023,41.38879,2.15899
Delivery Hero,Berlin,Germany,Europe,156,2023-01-30 00:00:00 UTC,4,3900,3744,Food,Post-IPO,9900,2023,52.52437,13.41053
Impossible Foods,San Francisco Bay Area,USA,North America,140,2023-01-30 00:00:00 UTC,20,700,560,Food,Series H,1900,2023,37.48522,-122.23635
Chrono24,Karlsruhe,Germany,Europe,65,2023-01-30 00:00:00 UTC,13,500,435,Retail,Series C,205,2023,49.00937,8.40444
DealShare,Bengaluru,India,Asia,100,2023-01-27 00:00:00 UTC,6,1667,1567,Retail,Series E,390,2023,12.97194,77.59369
Matrixport,Singapore,Singapore,Asia,29,2023-01-27 00:00:00 UTC,10,290,261,Crypto,Series C,100,2023,1.28967,103.85007
Shakepay,Montreal,Canada,North America,21,2023-01-27 00:00:00 UTC,25,84,63,Crypto,Series A,45,2023,45.50884,-73.58781
#Paid,Toronto,Canada,North America,19,2023-01-27 00:00:00 UTC,17,112,93,Marketing,Series B,21,2023,43.70643,-79.39864
SAP,Walldorf,Germany,Europe,3000,2023-01-26 00:00:00 UTC,3,100000,97000,Other,Post-IPO,1300,2023,49.99472,8.58361
Confluent,San Francisco Bay Area,USA,North America,221,2023-01-26 00:00:00 UTC,8,2763,2542,Data,Post-IPO,455,2023,37.38605,-122.08385
Stay Alfred,Spokane,USA,North America,221,2020-05-20 00:00:00 UTC,100,221,0,Travel,Series B,62,2020,47.65966,-117.42908
Luno,London,United Kingdom,Europe,330,2023-01-25 00:00:00 UTC,35,943,613,Crypto,Acquired,13,2023,51.50853,-0.12574
Guardant Health,San Francisco Bay Area,USA,North America,130,2023-01-25 00:00:00 UTC,7,1857,1727,Healthcare,Post-IPO,550,2023,37.44188,-122.14302
SirionLabs,Seattle,USA,North America,130,2023-01-25 00:00:00 UTC,15,867,737,Legal,Series D,171,2023,47.60621,-122.33207
